MentorID,Name,FinalScore,Rank
M023,Harsh Yadav,0.15046,160
M015,Kabir Singh,0.150334,161
M151,Yash Patel,0.150283,162
M347,Pooja Gupta,0.150144,163
M052,Aarav Rao,0.150139,164
M370,Kunal Singh,0.149984,165
M019,Kriti Nair,0.149964,166
M327,Dev Gupta,0.149756,167
M384,Sanya Singh,0.149584,168
M341,Arjun Iyer,0.149544,169
M167,Yash Bose,0.149534,170
M226,Yash Gupta,0.149331,171
M237,Yash Patel,0.149143,172
M163,Aarav Iyer,0.149142,173
M036,Kabir Jain,0.149112,174
M372,Aditi Jain,0.149028,175
M346,Kabir Mehta,0.149028,176
M037,Aditya Shah,0.148867,177
M002,Vikram Nair,0.148847,178
M124,Ananya Khanna,0.148731,179
M047,Varun Iyer,0.148665,180
M295,Tanvi Khanna,0.148504,181
M191,Vikram Rao,0.148417,182
M242,Aarav Chopra,0.14841,183
M044,Ankit Jain,0.148336,184
M213,Ananya Khanna,0.147982,185
M177,Rohan Yadav,0.147872,186
M247,Kriti Rao,0.147862,187
M353,Kabir Chopra,0.147725,188
M311,Tanvi Sharma,0.147702,189
M123,Tanya Gupta,0.14769,190
M069,Yash Kapoor,0.147308,191
M325,Tanvi Das,0.147226,192
M221,Arjun Singh,0.147162,193
M277,Ankit Gupta,0.147029,194
M174,Ankit Gupta,0.14682,195
M175,Vikram Menon,0.146753,196
M026,Diya Chopra,0.146694,197
M254,Rahul Chopra,0.146322,198
M379,Kabir Kulkarni,0.146198,199
M159,Neha Verma,0.14614,200
M363,Arjun Mehta,0.145901,201
M220,Karan Bose,0.145882,202
M233,Rohan Gupta,0.145687,203
M092,Tanya Iyer,0.145609,204
M269,Dev Mehta,0.145562,205
M031,Aditi Chopra,0.145502,206
M243,Harsh Das,0.145305,207
M399,Aditya Verma,0.145285,208
M034,Pooja Kulkarni,0.145264,209
M039,Neha Verma,0.14512,210
M116,Arjun Chopra,0.145073,211
M048,Varun Jain,0.144894,212
M018,Dev Menon,0.144761,213
M248,Nikhil Chopra,0.144661,214
M358,Arjun Mehta,0.144626,215
M054,Arjun Singh,0.144538,216
M160,Ankit Singh,0.14438,217
M016,Sneha Das,0.144355,218
M077,Meera Iyer,0.144329,219
M321,Pooja Yadav,0.144247,220
M274,Karan Kulkarni,0.144238,221
M107,Aditi Bose,0.144189,222
M328,Priya Yadav,0.144135,223
M276,Arjun Gupta,0.143855,224
M013,Riya Kulkarni,0.143769,225
M364,Tanya Menon,0.143711,226
M211,Harsh Khanna,0.143702,227
M382,Neha Jain,0.143644,228
M060,Ankit Patel,0.143588,229
M075,Neha Jain,0.143305,230
M293,Sneha Chopra,0.143197,231
M057,Karan Yadav,0.143114,232
M095,Pooja Verma,0.142803,233
M393,Nikhil Kapoor,0.142787,234
M053,Dev Mehta,0.142264,235
M371,Tanvi Nair,0.142132,236
M289,Varun Kulkarni,0.142129,237
M238,Sneha Gupta,0.141788,238
M113,Yash Verma,0.141735,239
M319,Arjun Das,0.141671,240
M149,Riya Patel,0.141607,241
M314,Kabir Gupta,0.141543,242
M137,Neha Kulkarni,0.141361,243
M280,Isha Sharma,0.141134,244
M252,Diya Patel,0.140993,245
M152,Sneha Gupta,0.140826,246
M189,Isha Kapoor,0.14065,247
M021,Karan Khanna,0.140473,248
M038,Meera Iyer,0.140425,249
M315,Priya Bose,0.140329,250
M014,Rohan Yadav,0.140161,251
M234,Yash Das,0.139973,252
M115,Tanya Iyer,0.139955,253
M063,Ankit Khanna,0.139953,254
M202,Rohan Kulkarni,0.139826,255
M290,Neha Menon,0.139705,256
M025,Neha Shah,0.139516,257
M218,Dev Kapoor,0.139397,258
M255,Priya Verma,0.139394,259
M106,Meera Yadav,0.139374,260
M385,Aman Shah,0.139236,261
M091,Pooja Kapoor,0.139041,262
M130,Kriti Rao,0.138892,263
M158,Arjun Pillai,0.13879,264
M119,Isha Bose,0.138565,265
M022,Aarav Pillai,0.138368,266
M357,Tanya Das,0.138148,267
M375,Ananya Bose,0.137933,268
M135,Rahul Kapoor,0.137865,269
M383,Rohan Das,0.137772,270
M017,Diya Rao,0.137642,271
M230,Dev Verma,0.137586,272
M299,Riya Gupta,0.137396,273
M386,Vikram Mehta,0.136853,274
M322,Kabir Kapoor,0.136467,275
M212,Varun Kulkarni,0.136395,276
M352,Riya Das,0.136353,277
M249,Kriti Verma,0.136335,278
M146,Sneha Menon,0.136252,279
M335,Aman Sharma,0.136045,280
M178,Aarav Verma,0.135919,281
M102,Priya Das,0.135728,282
M326,Isha Shah,0.135723,283
M150,Nikhil Verma,0.135595,284
M318,Ankit Gupta,0.135594,285
M121,Arjun Iyer,0.135574,286
M281,Harsh Sharma,0.135455,287
M087,Kunal Kulkarni,0.135428,288
M387,Kabir Pillai,0.13524,289
M378,Tanya Iyer,0.135035,290
M301,Rohan Kulkarni,0.135022,291
M390,Aditi Yadav,0.134949,292
M120,Meera Pillai,0.134775,293
M209,Aman Jain,0.134444,294
M098,Vikram Mehta,0.134329,295
M008,Kunal Sharma,0.134321,296
M330,Ankit Rao,0.134271,297
M336,Tanvi Kulkarni,0.134239,298
M040,Aditya Chopra,0.134179,299
M338,Meera Menon,0.134101,300
M300,Varun Kulkarni,0.134022,301
M287,Diya Mehta,0.133872,302
M090,Isha Rao,0.133688,303
M188,Yash Menon,0.133563,304
M155,Harsh Sharma,0.133514,305
M144,Kabir Rao,0.133465,306
M187,Aman Menon,0.133144,307
M045,Rohan Nair,0.133058,308
M331,Tanya Pillai,0.133005,309
M010,Rahul Patel,0.133001,310
M204,Neha Pillai,0.132751,311
M118,Isha Shah,0.132296,312
M197,Sneha Shah,0.13215,313
M376,Riya Kulkarni,0.132105,314
M227,Vikram Mehta,0.131845,315
M068,Aman Das,0.131794,316
M072,Meera Singh,0.131455,317
M297,Tanya Sharma,0.131382,318
M361,Riya Khanna,0.131321,319
M271,Pooja Khanna,0.131168,320
M061,Arjun Khanna,0.130947,321
M208,Varun Sharma,0.130756,322
M050,Diya Patel,0.130684,323
M183,Tanya Shah,0.130603,324
M246,Kabir Sharma,0.130523,325
M074,Kabir Das,0.13021,326
M334,Meera Yadav,0.13021,327
M207,Harsh Iyer,0.130205,328
M305,Dev Nair,0.130068,329
M206,Rohan Jain,0.129971,330
M043,Kunal Das,0.129949,331
M056,Neha Nair,0.129916,332
M157,Vikram Jain,0.129766,333
M337,Aarav Kulkarni,0.129739,334
M173,Kunal Sharma,0.129701,335
M005,Karan Chopra,0.129351,336
M133,Rahul Singh,0.129292,337
M122,Harsh Mehta,0.129219,338
M313,Sneha Kapoor,0.129073,339
M126,Kunal Das,0.128764,340
M088,Neha Rao,0.128714,341
M392,Meera Iyer,0.128493,342
M011,Priya Shah,0.128361,343
M239,Diya Menon,0.128067,344
M006,Rahul Das,0.127848,345
M154,Ananya Patel,0.127808,346
M055,Priya Jain,0.127774,347
M224,Ananya Pillai,0.127692,348
M323,Aman Chopra,0.127563,349
M181,Kabir Kapoor,0.12748,350
M148,Meera Jain,0.127394,351
M156,Pooja Kulkarni,0.127175,352
M332,Kriti Menon,0.127004,353
M143,Aman Bose,0.126768,354
M205,Tanvi Iyer,0.12675,355
M275,Kabir Shah,0.126548,356
M193,Diya Patel,0.12594,357
M317,Rohan Verma,0.125937,358
M076,Priya Das,0.125223,359
M125,Diya Iyer,0.125145,360
M342,Ananya Yadav,0.124146,361
M049,Vikram Gupta,0.123663,362
M244,Rohan Verma,0.123623,363
M266,Kunal Mehta,0.123307,364
M245,Harsh Verma,0.123274,365
M199,Kabir Gupta,0.122875,366
M241,Tanvi Iyer,0.122759,367
M166,Diya Shah,0.122704,368
M071,Nikhil Gupta,0.122301,369
M164,Neha Patel,0.122298,370
M380,Dev Kulkarni,0.121802,371
M333,Arjun Menon,0.121789,372
M172,Pooja Nair,0.121728,373
M198,Aarav Jain,0.12093,374
M229,Vikram Yadav,0.120349,375
M078,Aditya Das,0.119467,376
M273,Aarav Shah,0.119196,377
M251,Kriti Kulkarni,0.118008,378
M136,Sanya Iyer,0.11769,379
M073,Yash Shah,0.116757,380
M195,Isha Gupta,0.116589,381
M240,Tanya Kapoor,0.11398,382
M147,Priya Khanna,0.11264,383
M377,Aditya Sharma,0.109855,384
M250,Riya Patel,0.109487,385
M196,Karan Menon,0.109437,386
M235,Rohan Das,0.107509,387
M225,Tanya Patel,0.10598,388
M397,Riya Menon,0.101553,389
M179,Isha Sharma,0.0968786,390
M142,Aditya Kapoor,0.0895603,391
M194,Nikhil Verma,0,392
M170,Vikram Verma,0,393
M236,Riya Bose,0,394
M131,Arjun Verma,0,395
M396,Neha Patel,0,396
M272,Priya Sharma,0,397
M064,Karan Jain,0,398
M134,Karan Verma,0,399
M264,Meera Das,0,400
